id,Recencia,Monetizacao,Frequencia,R,F,M,Score_RFM,Segmento_RFM,Segmento de cliente,Marketing Action
24992,2016,800.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
24993,677,37.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
24994,230,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
24995,1361,89.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
24996,873,137.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
24997,2052,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
24998,2174,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
24999,1765,89.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
25000,1450,250.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25001,2050,2800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25002,1513,2700.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25003,1538,2000.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25004,1478,32.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
25005,436,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25006,491,2700.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25007,932,3100.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25008,1100,300.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25009,1327,2300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25010,1936,700.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
25011,528,450.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25012,1751,890.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
25013,380,78.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25014,2088,146.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25015,1471,300.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25016,1047,1800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25017,1145,1300.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25018,1228,98.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
25019,1819,260.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25020,1423,30.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
25021,2145,3500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25022,37,1500.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25023,1346,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25024,661,2800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25025,1117,2300.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25026,1355,1210.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25027,1530,1800.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25028,620,1400.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25029,146,2800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25030,1439,240.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25031,67,1400.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25032,1779,1900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25033,1484,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25034,926,230.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25035,1465,98.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
25036,383,1870.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25037,844,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25038,552,2300.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25039,1491,1600.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25040,665,89.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25041,970,2200.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25042,1603,500.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25043,389,99.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25044,1323,2900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25045,1328,230.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25046,668,50.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25047,1400,110.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25048,559,560.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25049,1422,2200.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25050,718,290.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25051,1018,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25052,1522,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25053,1120,2700.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25054,1478,120.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25055,1773,3300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25056,780,5400.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25057,742,1000.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25058,469,2500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25059,1800,450.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
25060,778,310.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25061,801,2300.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25062,2114,3199.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25063,1616,3900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25064,367,430.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25065,1962,140.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25066,1833,130.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25067,928,56.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25068,1179,980.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25069,1523,2100.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25070,1167,250.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25071,1772,140.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25072,2166,210.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25073,591,799.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25074,1555,300.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25075,1075,24.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25076,435,2000.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25077,1316,450.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25078,94,80.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25079,914,99.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25080,1987,34.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
25081,355,1100.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25082,1439,3100.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25083,1049,310.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25084,737,98.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25085,1857,1099.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
25086,1197,1800.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25087,2166,80.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
25088,2070,78.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
25089,347,78.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25090,1659,600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
25091,1423,89.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
25092,925,45.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25093,388,2500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25094,1571,56.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
25095,52,120.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
25096,503,45.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25097,1748,240.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25098,1373,2800.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25099,716,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25100,2163,3800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25101,1046,2500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25102,1005,300.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25103,962,100.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25104,7,78.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25105,38,1150.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25106,859,3900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25107,2117,1800.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
25108,860,137.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25109,1206,180.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25110,1528,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25111,1140,860.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25112,600,37.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25113,999,1100.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25114,1039,1500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25115,633,160.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25116,2152,2500.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25117,1208,90.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
25118,1085,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25119,1657,1900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25120,170,3100.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25121,934,130.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25122,1767,130.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25123,2122,1090.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
25124,627,679.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25125,977,1900.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25126,1156,1900.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25127,1830,30.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
25128,1390,299.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25129,1220,38.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
25130,316,80.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25131,934,120.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25132,741,2000.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25133,1072,90.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25134,1301,290.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25135,174,45.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25136,1925,45.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
25137,104,1800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25138,797,1100.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25139,813,4800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25140,1817,300.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25141,178,600.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25142,2027,2300.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25143,1652,1000.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
25144,1434,3800.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25145,1328,450.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25146,1381,560.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25147,1240,3200.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25148,1329,1500.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25149,2163,90.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
25150,816,1100.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25151,270,3500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25152,1407,360.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25153,2096,2100.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25154,430,78.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25155,1540,2500.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25156,2122,145.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25157,2058,600.0,1,1,2,3,6,123,clientes leais,Promoções direcionadas
25158,1105,1300.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25159,202,430.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25160,1422,30.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
25161,480,4800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25162,192,1800.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25163,1208,32.0,1,2,2,1,5,221,Clientes que precisam de atenção,Promoções direcionadas
25164,699,3200.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25165,591,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25166,1043,450.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25167,284,60.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25168,580,79.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25169,953,3500.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25170,961,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25171,845,260.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25172,23,176.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
25173,24,110.0,1,4,2,2,8,422,clientes leais,Promoções direcionadas
25174,1013,1500.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25175,984,145.0,1,3,2,2,7,322,clientes leais,Promoções direcionadas
25176,1262,1100.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25177,769,600.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25178,827,34.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25179,1483,430.0,1,2,2,3,7,223,clientes leais,Promoções direcionadas
25180,111,1099.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25181,1784,199.0,1,1,2,2,5,122,Clientes que precisam de atenção,Promoções direcionadas
25182,309,1200.0,1,4,2,3,9,423,clientes leais,Promoções direcionadas
25183,581,1100.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25184,325,34.0,1,4,2,1,7,421,clientes leais,Promoções direcionadas
25185,1663,2900.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25186,802,30.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25187,1974,2100.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25188,1269,310.0,1,2,2,2,6,222,clientes leais,Promoções direcionadas
25189,379,2800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25190,216,3500.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
25191,826,1800.0,1,3,2,3,8,323,clientes leais,Promoções direcionadas
25192,672,2800.0,1,3,2,4,9,324,Clientes leais que compram com frequência,Promoções direcionadas
25193,732,45.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25194,1506,2100.0,1,2,2,4,8,224,Clientes leais que compram com frequência,Promoções direcionadas
25195,554,89.0,1,3,2,1,6,321,clientes leais,Promoções direcionadas
25196,2174,2800.0,1,1,2,4,7,124,clientes leais,Promoções direcionadas
25197,1996,30.0,1,1,2,1,4,121,Clientes quase perdidos,Promoções direcionadas
25198,115,3800.0,1,4,2,4,10,424,Clientes leais que compram com frequência,Incentivos não relacionados a preços; Oferecer edição limitada e programas de fidelidade
